rowid;inst_name_full;country.name;year;region;inst_type;mfiname;asofdate;inst_num;year_founded;permfi;mfiid;diamonds;assets;numborrs;numborrsind;numborrsgrp;numborrsshg;numloans;numloansind;numloansgrp;numloansshg;loanport;loanportind;loanportgrp;loanportshg;avgbalnc;avgbalncpinc;avgloanpbpinc;oss;frpa;fepa;oepa;cpb;cpl;par30;par90;writeoffratio;loanlossrate;maxdiamonds;regular_case;log_par30;log_par90;age;share_grp;log_avg_loan;log_ass_loan;log_numborrs;wdi_gdpgrowth;wdi_rural;wdi_laborforce;wdi_fdi;wdi_manufac;wdi_agricul;wdi_remittances;wdi_gini;wdi_inflation;wdi_privcredit;wdi_bankdens;wdi_atmdens;db_getcredit;db_enfcontract;db_registprop;wgi_cor;wgi_eff;wgi_reg;wgi_acc;wgi_law;wgi_sta;wdi_gdp;wdi_gdp_sq;swiid_gini;hdi;hdi_sq;efi_score;fgi_econ;fgi_ineq;cooperation;coop_srvy_years
28;ASA Pakistan Limited;Pakistan;2013;South Asia;NBFI;ASA Pakistan;2013-12-31;43;2008;1;111777;2;18632476,41;179588;0;0;0;179588;179588;0;0;17979154,27;17979154,270;0,00000;0,00;100,11;0,0844;0,0844;1,9220;0,3639;0,0310;0,1408;14,9225;14,9977;0,004700;0,004000;0,0253;0,0253;4;TRUE;-5,36019277026612428;-5,5214609178622460;5;0,00000000000000e+00;4,60630293116460;3,56931110319939e-02;12,09842061747324;2,80425652921820978;64,38700000000000;53,162;0,576510795073031;13,56811206004020;23,832116464860700;6,3269140443536198;29,5;7,6921561189957002;16,11551862783040;9,054103441956880;6,2944199686639504;NA;NA;NA;-0,96264207363128695;-0,792022287845612016;-0,705004990100861040;-0,799480617046355979;-0,85599309206008900;-2,603302001953129885;4266,71141812156;18204826,32552889;34,4;0,518;0,268324;55,10000000;7,5;7,9;9,26237703645189;"2001; 2012; 2018"
29;ASA Pakistan Limited;Pakistan;2014;South Asia;NBFI;ASA Pakistan;2014-12-31;43;2008;1;111777;2;27931433,47;220606;0;0;0;220606;220606;0;0;27251040,63;27251040,630;0,00000;0,00;123,53;0,0908;0,0908;2,4400;0,4279;0,0315;0,1354;15,7892;15,7531;0,001800;0,001400;0,0029;0,0021;4;TRUE;-6,31996861408001820;-6,5712830423609239;6;0,00000000000000e+00;4,81646868262018;2,46609936693988e-02;12,30413358398108;3,20999430550945020;64,18100000000000;52,768;0,772218504215834;13,54243079876060;23,744540116227199;7,0567757746146498;NA;7,1893840284702497;15,58895291379550;9,307024855298170;7,2686032913745704;43,8;40,3;43,4;-0,83896523714065596;-0,757806360721588024;-0,688540935516356978;-0,716015040874480979;-0,75093001127242998;-2,401279211044310191;4403,67261167579;19392332,47082347;34,4;0,527;0,277729;55,20000000;7,5;7,6;9,26237703645189;"2001; 2012; 2018"
30;ASA Philippines;Philippines;2008;East Asia and the Pacific;NGO;ASA Philippines;2008-12-31;44;2004;1;101825;4;7249033,40;97409;97409;0;0;97409;97409;0;0;7943399,33;7943399,330;0,00000;0,00;81,55;0,0431;0,0431;1,1086;0,4815;0,0255;0,3315;30,1093;30,1093;0,001400;0,000000;0,0105;0,0105;4;TRUE;-6,57128304236092387;-9,9034875525361272;4;0,00000000000000e+00;4,40117798098120;-9,14731750025728e-02;11,48667388782585;2,41093432953198006;54,54500000000000;62,715;0,737800788965931;23,26866767775520;14,516074757313399;10,3789215725364006;NA;8,2604470359572595;27,87606106091570;7,567193169970900;13,1723953966144993;25,0;50,6;62,9;-0,77809512615203902;0,062923483550548595;-0,079146675765514402;-0,138752609491347989;-0,55022186040878296;-1,779236316680909979;5596,91304505301;31325435,63388456;41,9;0,668;0,446224;55,96329499;5,9;7,6;7,01363085228845;"2001; 2012; 2019"
31;ASA Philippines;Philippines;2009;East Asia and the Pacific;NGO;ASA Philippines;2009-12-31;44;2004;1;101825;4;12675653,71;179626;179626;0;0;179626;179626;0;0;13861338,50;13861338,500;0,00000;0,00;77,17;0,0431;0,0431;1,1423;0,5484;0,0211;0,3937;28,3142;28,3142;0,000100;0,000000;0,0082;0,0082;4;TRUE;-9,21034037197618183;-9,9034875525361272;5;0,00000000000000e+00;4,34598192941512;-8,94204390697037e-02;12,09863219051962;-0,40130043344842597;54,62900000000000;63,141;1,173248507746800;21,73861439141970;14,540213315315199;11,3422590430749004;46,3;4,2190305206462702;27,89666841531380;7,486176906840230;14,0084257252333000;25,0;50,6;62,7;-0,78673923015594505;0,034502875059843098;-0,112535633146763001;-0,027749272063374499;-0,57499730587005604;-1,728763222694400081;5574,45260874348;31074521,88712699;41,9;0,667;0,444889;56,78415551;6,0;7,6;7,01363085228845;"2001; 2012; 2019"
32;ASA Philippines;Philippines;2010;East Asia and the Pacific;NGO;ASA Philippines;2010-12-31;44;2004;1;101825;4;21781648,76;299433;0;0;0;299433;299433;0;0;24452394,54;24452394,540;0,00000;0,00;81,66;0,0397;0,0397;1,1303;0,5355;0,0296;0,3852;27,7095;27,7095;0,000300;0,000000;0,0042;0,0040;4;TRUE;-8,11172808330807271;-9,9034875525361272;6;0,00000000000000e+00;4,40259273995132;-1,15660332039307e-01;12,60964596533472;5,41803030350513026;54,66800000000000;63,128;0,513698459477041;21,91920171638270;13,748865052421699;10,3454266675731006;NA;3,7898363479758999;28,33247881077780;7,546813540566690;15,1065248611642993;25,0;50,6;62,7;-0,78112399578094505;0,077965676784515395;-0,215251356363297008;-0,039045549929141998;-0,55379360914230302;-1,650759577751159890;5876,47814033973;34532995,33389069;41,7;0,674;0,454276;56,30000000;5,8;7,4;7,01363085228845;"2001; 2012; 2019"
33;ASA Philippines;Philippines;2011;East Asia and the Pacific;NGO;ASA Philippines;2011-12-31;44;2004;1;101825;4;33150839,52;417850;0;0;0;417850;417850;0;0;36128827,63;36128827,630;0,00000;0,00;86,46;0,0395;0,0395;1,2188;0,5555;0,0100;0,3956;30,7489;30,7489;0,000500;0,000000;0,0080;0,0079;4;TRUE;-7,60090245954208221;-9,9034875525361272;7;0,00000000000000e+00;4,45972385851015;-8,60230547773748e-02;12,94287779542958;2,02421992128356010;54,47800000000000;64,050;0,856962270930210;21,70432695257400;14,095735151082300;9,8428520870007397;NA;4,7184170471841602;30,49763975065500;7,657381176268340;16,8046172447693003;25,0;50,6;62,7;-0,68503481149673495;0,198170110583304998;-0,160969600081444009;-0,019902653992176101;-0,50638926029205300;-1,392181634902950105;5995,43098152636;35945192,65424613;41,6;0,679;0,461041;56,20000000;5,6;7,1;7,01363085228845;"2001; 2012; 2019"
34;ASA Philippines;Philippines;2012;East Asia and the Pacific;NGO;ASA Philippines;2012-12-31;44;2004;1;101825;4;52853533,36;586903;0;0;0;586903;586903;0;0;52358027,17;52358027,170;0,00000;0,00;89,21;0,0408;0,0408;1,1260;0,5386;0,0078;0,3995;34,8648;34,8648;0,000900;0,000000;0,0100;0,0098;4;TRUE;-7,01311579463996360;-9,9034875525361272;8;0,00000000000000e+00;4,49100098196997;9,41930432505537e-03;13,28261483813670;5,04933014948834025;54,28800000000000;63,585;1,227630152385800;21,32857120927830;13,095807010678200;9,3958581622303203;46,5;3,0269639112479800;31,90537598413450;7,933654356693430;18,8511029175076992;25,0;50,6;62,7;-0,57389545440673795;0,211598411202431003;0,040504600852727897;-0,029686735942959799;-0,52241027355194103;-1,188240289688109907;6298,16008566834;39666820,46470583;41,4;0,685;0,469225;57,10000000;5,3;6,8;7,01363085228845;"2001; 2012; 2019"
35;ASA Philippines;Philippines;2013;East Asia and the Pacific;NGO;ASA Philippines;2013-12-31;44;2004;1;101825;4;68598723,38;701779;0;0;0;701779;701779;0;0;61453856,24;61453856,240;0,00000;0,00;87,57;0,0400;0,0400;1,2749;0,4918;0,0055;0,3803;35,4725;35,4725;0,000100;0,000000;0,0104;0,0104;4;TRUE;-9,21034037197618183;-9,9034875525361272;9;0,00000000000000e+00;4,47242332748785;1,09987336785568e-01;13,46137381862855;4,96480133626616027;54,09700000000000;63,324;1,316426848992120;20,43449876577200;12,473425104412501;9,4105612978015394;NA;2,5826876614179701;34,33572790701150;8,240554164818480;21,9255176734687005;50,0;50,6;62,7;-0,37990435957908603;0,211859419941901994;0,023147568106651299;0,006347129121422770;-0,46873018145561202;-1,084253191947939898;6610,85122176178;43703353,87626922;41,3;0,692;0,478864;58,20000000;5,6;6,5;7,01363085228845;"2001; 2012; 2019"
36;ASA Philippines;Philippines;2014;East Asia and the Pacific;NGO;ASA Philippines;2014-12-31;44;2004;1;101825;4;88912621,53;849232;0;0;0;849232;849232;0;0;79930045,61;79930045,610;0,00000;0,00;94,12;0,0288;0,0288;1,1522;0,4440;0,0050;0,3695;37,9445;37,9445;0,000200;0,000000;0,0033;0,0033;4;TRUE;-8,51719319141623821;-9,9034875525361272;10;0,00000000000000e+00;4,54457468960034;1,06502284646069e-01;13,65208769062600;4,64233602902741982;53,90700000000000;64,120;1,929377227142620;20,57508399073960;12,271681621144600;9,6445087836337198;NA;3,5978234386421000;37,57828380496230;8,616382660866000;23,1843178231255997;50,0;48,7;62,7;-0,43945306539535500;0,324305802583694014;0,077303528785705594;0,159282863140106007;-0,36928057670593301;-0,713820934295653964;6917,74914985503;47855253,30031998;41,1;0,696;0,484416;60,10000000;5,7;6,3;7,01363085228845;"2001; 2012; 2019"
37;ASC Union;Albania;2008;Eastern Europe and Central Asia;Credit Union/Cooperative;ASC Union;2008-12-31;46;1992;1;100874;4;50425472,77;16141;16108;0;0;16141;16108;0;0;40501795,70;39637555,950;0,00000;0,00;2509,25;0,6535;0,6535;1,2415;0,1677;0,0434;0,0787;212,0473;212,0473;0,014400;0,009300;0,0006;0,0006;4;TRUE;-4,24052707240018201;-4,6777408788229264;16;2,13383069827692e-02;7,82773897159218;2,19150148101632e-01;9,68911789777328;8,32810842292430031;50,00900000000000;61,024;9,682070393807290;4,99779767478874;16,837053844075399;14,4828069702933000;30,0;3,3208709038926800;35,44014425251678;23,501123326938501;28,6294519466689010;56,3;57,8;46,2;-0,60521239042282104;-0,370871335268021018;0,137666508555411987;0,174939081072807007;-0,60007929801940896;-0,030500913038849799;9912,18082179424;98251328,64394553;37,8;0,736;0,541696;62,35185650;6,3;6,1;8,65508812821947;"1998; 2002; 2008; 2018"
38;ASC Union;Albania;2009;Eastern Europe and Central Asia;Credit Union/Cooperative;ASC Union;2009-12-31;46;1992;1;100874;4;54185931,37;17573;0;0;0;17573;0;0;17573;40851172,75;0,000;0,00000;40851172,75;2324,66;0,6316;0,6316;1,2151;0,1322;0,0387;0,0590;182,9298;182,9298;0,023700;0,018800;0,0041;0,0041;4;TRUE;-3,74228023084105210;-3,9738984091462335;17;1,00000000000000e+00;7,75132717535368;2,82485776348340e-01;9,77411891219485;4,05313986380151992;48,92400000000000;63,439;11,170640892822799;5,19758098355153;16,794383601879801;14,2616102272523992;NA;2,2669220945083000;38,21344480599320;24,005451904854802;32,9408145583285972;87,5;57,8;47,5;-0,54527091979980502;-0,254886448383331021;0,241446003317833002;0,141477331519127003;-0,49437016248702997;-0,045140512287616702;10313,93537405450;106377262,90017273;37,8;0,741;0,549081;63,68600533;6,5;5,9;8,65508812821947;"1998; 2002; 2008; 2018"
39;ASC Union;Albania;2010;Eastern Europe and Central Asia;Credit Union/Cooperative;ASC Union;2010-12-31;46;1992;1;100874;4;56330600,33;17400;0;0;0;17481;17481;0;0;38489704,54;38489704,540;0,00000;0,00;2201,80;0,5681;0,5707;1,1384;0,1297;0,0380;0,0589;186,0258;185,5960;0,037800;0,032100;0,0128;0,0128;4;TRUE;-3,27544617635659518;-3,4388992488461669;18;0,00000000000000e+00;7,69703149313973;3,80847119239370e-01;9,76422548520262;4,22308382721043962;47,83700000000000;63,848;9,138134145758571;5,45212540687051;17,955866397234701;13,3024611134389001;NA;3,6260469557981700;39,08286377626270;24,126787374385799;34,1316570011953004;87,5;57,8;50,6;-0,53161650896072399;-0,278687119483947976;0,233281955122947998;0,123838223516941001;-0,38576048612594599;-0,191482901573181014;10749,50151078510;115551782,73037113;37,9;0,754;0,568516;66,00000000;6,1;5,7;8,65508812821947;"1998; 2002; 2008; 2018"
40;ASC Union;Albania;2013;Eastern Europe and Central Asia;Credit Union/Cooperative;ASC Union;2013-12-31;46;1992;1;100874;3;42964039,45;13891;0;0;0;14214;14214;0;0;19841682,54;19841682,540;0,00000;0,00;1395,93;0,2964;0,3033;1,0146;NA;NA;NA;157,8153;156,0997;0,269100;0,269100;0,0000;0,0000;4;TRUE;-1,31267222124927696;-1,3126722212492770;21;0,00000000000000e+00;7,24131278828193;7,72578570241477e-01;9,53899642739739;1,18723435286198997;44,61300000000000;60,254;9,816287648011439;5,05980135594677;19,565157812322902;10,0330775681989000;NA;1,9376208020522701;39,78654408049690;23,489000036634199;35,4274459268133981;87,5;59,3;55,6;-0,75095593929290805;-0,323595732450485007;0,254160255193709994;0,048892591148614897;-0,51860600709915206;0,091929785907268496;11361,28957303360;129078900,76232201;38,1;0,785;0,616225;65,20000000;5,3;4,8;8,65508812821947;"1998; 2002; 2008; 2018"
41;ASP, Consultores & Representación, S.A. de C.V. SOFOM ENR.;Mexico;2010;Latin America and The Caribbean;NBFI;ASP Financiera;2010-12-31;51;2001;1;101795;4;27487003,97;13397;0;0;0;13397;12230;1167;0;22947376,42;16261979,340;6685397,08000;0,00;1712,87;0,1639;0,1639;8,3388;0,3511;0,0654;0,2309;472,7349;472,7349;0,156200;0,138000;0,0208;0,0208;5;TRUE;-1,85661804157655119;-1,9805015938249320;9;2,91336009731086e-01;7,44592809044780;1,80509697300423e-01;9,50278608027698;3,73285194759217998;22,18500000000000;63,625;2,885676013579310;15,56167934953150;3,219154476154950;2,0873730488114801;47,2;4,1567272268017597;23,32882152813520;14,089836534147899;45,1702851614064969;NA;NA;NA;-0,43974813818931602;0,099259831011295305;0,156337782740593012;0,178501576185225996;-0,55203133821487405;-0,726463437080382968;18036,71758850790;325323181,36759031;46,0;0,746;0,556516;68,30000000;6,5;8,0;7,67500545932142;"2000; 2005; 2012; 2018"
42;ATTAWFIQ MICRO-FINANCE;Morocco;2008;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2008-12-31;54;1991;1;100500;4;158213226,21;177869;0;0;0;182830;18750;164073;0;131213349,81;27248949,320;107169839,31000;0,00;717,68;0,2848;0,2927;1,3173;0,1897;0,0316;0,0860;75,9446;73,1477;0,030000;0,022100;0,0000;-0,0001;4;TRUE;-3,50655789731998180;-3,8121776704584298;17;7,92330968156387e-01;6,57602314257598;1,87119033266216e-01;12,08880260327018;4,54374836530784965;43,11400000000000;52,910;2,666048498748580;15,09305274081220;11,959121790785799;7,4526992739245399;NA;3,7148431149406602;60,69395350304369;14,148586609546300;16,2690813707361990;18,8;59,7;54,9;-0,43366572260856601;-0,347747772932053001;-0,159162044525146013;-0,758323967456817960;-0,38567274808883700;-0,571273207664489968;5543,08837890625;30725828,77636552;40,7;0,588;0,345744;55,59625019;6,6;7,6;8,98666642121383;"2001; 2007; 2011; 2021"
43;ATTAWFIQ MICRO-FINANCE;Morocco;2009;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2009-12-31;54;1991;1;100500;3;145311431,05;146566;0;0;0;148343;19730;128613;0;125748797,47;32444738,020;93304059,32000;0,00;847,69;0,3060;0,3097;1,2164;0,1904;0,0285;0,0975;91,2217;89,3657;0,053700;0,044200;0,0339;0,0322;4;TRUE;-2,92434227746731823;-3,1190304898984844;18;7,41987687574186e-01;6,74251436513936;1,44592993468264e-01;11,89523111793461;2,88541114585573011;42,54800000000000;52,463;2,120969595293470;15,49894920793120;13,028619220476600;6,7484374523997497;NA;0,9718629986676190;63,29847863488496;19,557460955711999;18,2372003151374003;18,8;59,7;54,9;-0,36796614527702298;-0,282152444124222024;-0,090557850897312206;-0,745714902877807950;-0,26281505823135398;-0,398299634456635021;5703,02880859375;32524537,59165025;40,7;0,594;0,352836;57,71141233;6,5;7,8;8,98666642121383;"2001; 2007; 2011; 2021"
44;ATTAWFIQ MICRO-FINANCE;Morocco;2010;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2010-12-31;54;1991;1;100500;3;168898657,67;193998;0;0;0;195309;28155;167154;0;154140275,30;42185626,620;111954648,68000;0,00;789,21;0,2543;0,2560;1,3455;0,2279;0,0504;0,0966;89,1039;88,3032;0,041600;0,036400;0,0298;0,0293;4;TRUE;-3,17965511171491899;-3,3131865043394422;19;7,26316651907524e-01;6,67103542559890;9,14358099115362e-02;12,17560312871397;2,43465338111594987;41,98200000000000;52,015;1,330904481807170;15,59090723709700;12,943524541691300;6,8899009676683196;NA;0,9935574012264200;90,12610459524350;20,786232542062400;19,6573921980177992;50,0;59,7;54,9;-0,23142375051975300;-0,228841036558150995;-0,119565077126026001;-0,698601484298706055;-0,21353417634964000;-0,383013308048248013;5841,87841796875;34127543,45032907;40,7;0,603;0,363609;59,20000000;6,5;7,6;8,98666642121383;"2001; 2007; 2011; 2021"
45;ATTAWFIQ MICRO-FINANCE;Morocco;2012;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2012-12-31;54;1991;1;100500;3;223786905,91;220996;0;0;0;221400;53152;168248;0;189639903,66;68141718,560;121498185,11000;0,00;856,55;0,2720;0,2725;1,1944;0,2357;0,0455;0,1436;138,2528;137,7379;0,022500;0,019500;0,0150;0,0096;4;TRUE;-3,79423996977176259;-3,9373408134124359;21;6,40678373881853e-01;6,75291128872620;1,65567256149351e-01;12,30589988078858;1,59234463860191999;40,85800000000000;50,877;2,892094421039550;15,23161858798580;12,329560398216300;6,6227229987104801;NA;1,2871224007921500;95,50650272705070;22,855278212417900;22,8970917473839002;50,0;59,7;55,0;-0,49313035607338002;-0,133275002241135004;-0,110853657126427002;-0,605667233467102051;-0,29232874512672402;-0,470458775758743009;6160,99853515625;37957902,95019746;40,6;0,624;0,389376;60,20000000;5,6;7,2;8,98666642121383;"2001; 2007; 2011; 2021"
46;ATTAWFIQ MICRO-FINANCE;Morocco;2013;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2013-12-31;54;1991;1;100500;2;261789979,22;226732;0;0;0;227091;56040;170692;0;212454897,73;83264178,400;129190719,32000;0,00;935,55;0,2971;0,2975;1,1841;0,2217;0,0316;0,1488;161,9333;161,6487;0,016200;0,013600;0,0110;0,0061;4;TRUE;-4,12274403674379908;-4,2976854862401304;22;6,08085389936188e-01;6,84113418063544;2,08812856412013e-01;12,33152398224649;3,10720249319721997;40,30000000000000;50,864;3,146163799038820;15,51313419970310;13,389566811408100;6,4419921322637004;39,5;1,8806546672408300;90,53837681690750;23,592718043756101;24,2638547001490998;50,0;59,7;52,7;-0,42309808731079102;-0,077973127365112305;-0,091055743396282196;-0,698580145835876021;-0,34456413984298701;-0,493017613887786976;6352,43310546875;40353406,35945535;40,6;0,635;0,403225;59,60000000;5,3;6,9;8,98666642121383;"2001; 2007; 2011; 2021"
47;ATTAWFIQ MICRO-FINANCE;Morocco;2014;Middle East and North Africa;NGO;ATTAWFIQ MICRO-FINANCE;2014-12-31;54;1991;1;100500;2;270162383,10;244255;0;0;0;244265;71303;172962;0;215264436,34;97068243,080;118196193,26000;0,00;881,27;0,2918;0,2918;1,2423;0,2259;0,0321;0,1427;161,1306;161,0045;0,018900;0,015600;0,0103;0,0053;4;TRUE;-3,96859335691654014;-4,1604843647266456;23;5,49074409454773e-01;6,78136878629826;2,27155988266857e-01;12,40596804052457;17,46920437484720168;39,74400000000000;50,694;2,959241329860150;15,19320907400640;10,353146524952701;6,5379045798212996;NA;0,4423100535570780;83,51030761434610;24,061679646349301;25,2781447447490990;50,0;59,7;55,1;-0,30504280328750599;-0,130273982882500000;-0,027915997430682200;-0,688516020774840976;-0,13076411187648801;-0,446265608072280995;7462,15283203125;55683724,88859200;40,6;0,644;0,414736;58,30000000;5,6;6,6;8,98666642121383;"2001; 2007; 2011; 2021"
48;Abyan Program;Yemen;2008;Middle East and North Africa;NGO;Abyan;2008-12-31;56;2003;1;101913;4;498476,31;3062;0;3062;0;3062;0;3062;0;337027,18;0,000;337027,18000;0,00;110,07;0,1159;0,1159;1,3949;0,2885;0,0422;0,1647;32,7678;32,7678;0,000000;0,000000;0,0000;0,0000;4;TRUE;-9,90348755253612723;-9,9034875525361272;5;1,00000000000000e+00;4,70109528268360;3,91392485785868e-01;8,02682357621763;0,59325219222839098;69,38100000000000;41,551;5,776963274411190;7,76671531899226;8,700804558542460;5,2414543896763002;NA;18,9762574318076993;7,70492200932659;1,988818763103080;2,4452689710283702;12,5;63,5;74,7;-0,79757338762283303;-0,890321016311645952;-0,725814461708068959;-1,220972418785100100;-0,98424303531646695;-2,012794256210329813;3626,12552377448;13148786,31416875;36,4;0,501;0,251001;53,82072344;8,2;8,8;8,96747554098881;2014
49;Abzal Kredit Microfinance Organization;Kazakhstan;2008;Eastern Europe and Central Asia;NBFI;Abzal Kredit;2008-12-31;57;2003;1;102518;4;2919539,34;90;90;0;0;90;90;0;0;1018430,57;1018430,570;0,00000;0,00;11315,90;1,8430;1,8430;1,3020;0,2867;0,1004;0,1198;3870,0483;3870,0483;0,044300;0,044300;0,0000;0,0000;4;TRUE;-3,11677060193104705;-3,1167706019310470;5;0,00000000000000e+00;9,33396367311933;1,05316305807543e+00;4,49980967033027;1,38323631640471989;43,31800000000000;77,824;12,603932459159600;11,77388969851660;5,315803246552190;0,0941014914670833;28,5;17,1398997772069990;49,64742318422452;3,467692236645650;51,9653687578100971;37,5;67,7;73,3;-0,98064148426055897;-0,523493051528930997;-0,294380694627762007;-1,092260360717770107;-0,92638599872589100;0,626638472080231046;19770,21664815410;390861466,31494951;28,9;0,758;0,574564;61,11223490;6,0;6,5;8,02222333768611;"2011; 2018"
50;Abzal Kredit Microfinance Organization;Kazakhstan;2009;Eastern Europe and Central Asia;NBFI;Abzal Kredit;2009-12-31;57;2003;1;102518;3;1922088,25;101;98;0;0;101;98;0;0;1420141,46;1320377,230;0,00000;0,00;14060,81;2,0319;2,0319;1,0233;0,2160;0,0609;0,1239;2872,1903;2872,1903;0,065300;0,009800;0,0472;0,0472;4;FALSE;-2,72876324269975168;-4,6253728933056104;6;7,02495017644228e-02;9,55114652749278;3,02655738837041e-01;4,61512051684126;-0,78644220441962898;43,24500000000000;77,565;12,380586215738999;10,87215356715720;6,146884986500480;0,1718875109962690;28,2;7,3160785828858703;50,26992098118958;3,365933598463240;56,8695722788897982;43,8;67,7;85,3;-0,93151855468750000;-0,439333319664001021;-0,268264323472977018;-1,075599074363710050;-0,72344106435775801;0,776816248893738015;19614,73532052780;384737841,69436085;28,4;0,761;0,579121;60,10621237;6,4;6,4;8,02222333768611;"2011; 2018"
51;Accessbank;Azerbaijan;2009;Eastern Europe and Central Asia;Bank;AccessBank;2009-12-31;58;2002;1;100707;4;375965000,00;97882;96211;0;0;100489;97832;0;0;300343750,00;177311250,000;0,00000;0,00;2988,82;0,6145;0,6309;1,4046;0,2818;0,0768;0,1133;416,5272;406,0750;0,013500;0,009500;0,0007;0,0006;5;FALSE;-4,30506559353775309;-4,6564634803756420;7;4,09638955363646e-01;8,00263466223327;2,24568401927266e-01;11,49151795053134;7,05060251949079042;46,81000000000000;65,481;6,547600842661120;5,52589076302965;6,121933064618060;2,8326998890496200;NA;1,4570483597032300;19,06621490431583;9,786998787693779;24,6713927773114001;31,3;70,1;92,3;-1,19408190250396995;-0,661590874195098988;-0,316738784313202015;-1,259766697883609954;-0,87917602062225297;-0,277853518724441972;13565,85509221170;184032424,38288608;NA;0,722;0,521284;57,95637391;6,1;7,4;9,04431298881096;"2011; 2018"
